Метрика,Сравнение,Порог,Тип наблюдений,Пара сезонов,Jaccard (клики),Jaccard (независимые),Сезон,Пара наблюдений
pearson,по сезонам,0.7,month,summer vs autumn,0.0,0.5,,
pearson,по типу наблюдений,0.7,,,1.0,0.6,winter,hour vs day
pearson,по типу наблюдений,0.7,,,0.0,0.5,winter,hour vs month
pearson,по типу наблюдений,0.7,,,0.0,0.2,winter,day vs month
pearson,по типу наблюдений,0.7,,,0.0,0.3333333333333333,spring,hour vs day
pearson,по типу наблюдений,0.7,,,0.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.7,,,0.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.7,,,1.0,0.42857142857142855,summer,hour vs day
pearson,по типу наблюдений,0.7,,,0.0,0.16666666666666666,summer,hour vs month
pearson,по типу наблюдений,0.7,,,0.0,0.4,summer,day vs month
pearson,по типу наблюдений,0.7,,,0.0,0.3333333333333333,autumn,hour vs day
pearson,по типу наблюдений,0.7,,,0.0,0.5,autumn,hour vs month
pearson,по типу наблюдений,0.7,,,0.0,0.5,autumn,day vs month
kendall,по сезонам,0.7,hour,winter vs spring,0.375,0.8333333333333334,,
kendall,по сезонам,0.7,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.7,hour,winter vs autumn,0.25,0.5,,
kendall,по сезонам,0.7,hour,spring vs summer,0.375,0.8333333333333334,,
kendall,по сезонам,0.7,hour,spring vs autumn,0.2857142857142857,0.3333333333333333,,
kendall,по сезонам,0.7,hour,summer vs autumn,0.25,0.5,,
kendall,по сезонам,0.7,day,winter vs spring,0.2222222222222222,0.5,,
kendall,по сезонам,0.7,day,winter vs summer,0.7142857142857143,0.8333333333333334,,
kendall,по сезонам,0.7,day,winter vs autumn,0.25,0.8,,
kendall,по сезонам,0.7,day,spring vs summer,0.2222222222222222,0.6666666666666666,,
kendall,по сезонам,0.7,day,spring vs autumn,0.5,0.6,,
kendall,по сезонам,0.7,day,summer vs autumn,0.25,0.6666666666666666,,
kendall,по сезонам,0.7,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.7,month,winter vs summer,0.0,0.25,,
kendall,по сезонам,0.7,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.7,month,spring vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.7,month,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.7,month,summer vs autumn,0.0,0.3333333333333333,,
kendall,по типу наблюдений,0.7,,,0.7142857142857143,0.5714285714285714,winter,hour vs day
kendall,по типу наблюдений,0.7,,,0.0,0.14285714285714285,winter,hour vs month
kendall,по типу наблюдений,0.7,,,0.0,0.4,winter,day vs month
kendall,по типу наблюдений,0.7,,,0.42857142857142855,0.8,spring,hour vs day
kendall,по типу наблюдений,0.7,,,0.0,0.2,spring,hour vs month
kendall,по типу наблюдений,0.7,,,0.0,0.25,spring,day vs month
kendall,по типу наблюдений,0.7,,,1.0,0.7142857142857143,summer,hour vs day
kendall,по типу наблюдений,0.7,,,0.125,0.5,summer,hour vs month
kendall,по типу наблюдений,0.7,,,0.125,0.5,summer,day vs month
kendall,по типу наблюдений,0.7,,,1.0,0.4,autumn,hour vs day
kendall,по типу наблюдений,0.7,,,0.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.7,,,0.0,0.0,autumn,day vs month
pearson,по сезонам,0.75,hour,winter vs spring,0.2857142857142857,0.3333333333333333,,
pearson,по сезонам,0.75,hour,winter vs summer,0.5714285714285714,1.0,,
pearson,по сезонам,0.75,hour,winter vs autumn,0.14285714285714285,0.3333333333333333,,
pearson,по сезонам,0.75,hour,spring vs summer,0.25,0.3333333333333333,,
pearson,по сезонам,0.75,hour,spring vs autumn,0.16666666666666666,0.5,,
pearson,по сезонам,0.75,hour,summer vs autumn,0.125,0.3333333333333333,,
pearson,по сезонам,0.75,day,winter vs spring,0.0,0.25,,
pearson,по сезонам,0.75,day,winter vs summer,0.2222222222222222,0.5,,
pearson,по сезонам,0.75,day,winter vs autumn,0.0,0.5,,
pearson,по сезонам,0.75,day,spring vs summer,0.0,0.2,,
pearson,по сезонам,0.75,day,spring vs autumn,0.25,0.0,,
pearson,по сезонам,0.75,day,summer vs autumn,0.0,0.4,,
pearson,по сезонам,0.75,month,winter vs spring,0.0,0.5,,
pearson,по сезонам,0.75,month,winter vs summer,0.0,0.3333333333333333,,
pearson,по сезонам,0.75,month,winter vs autumn,0.0,0.5,,
pearson,по сезонам,0.75,month,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.75,month,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.75,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.75,,,0.42857142857142855,0.5,winter,hour vs day
pearson,по типу наблюдений,0.75,,,0.0,0.16666666666666666,winter,hour vs month
pearson,по типу наблюдений,0.75,,,0.0,0.2,winter,day vs month
pearson,по типу наблюдений,0.75,,,0.0,0.3333333333333333,spring,hour vs day
pearson,по типу наблюдений,0.75,,,0.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.75,,,0.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.75,,,1.0,0.6666666666666666,summer,hour vs day
pearson,по типу наблюдений,0.75,,,0.1111111111111111,0.16666666666666666,summer,hour vs month
pearson,по типу наблюдений,0.75,,,0.1111111111111111,0.4,summer,day vs month
pearson,по типу наблюдений,0.75,,,0.0,0.25,autumn,hour vs day
pearson,по типу наблюдений,0.75,,,0.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.75,,,0.0,0.5,autumn,day vs month
kendall,по сезонам,0.75,hour,winter vs spring,0.3,0.7142857142857143,,
kendall,по сезонам,0.75,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.75,hour,winter vs autumn,0.2,0.5714285714285714,,
kendall,по сезонам,0.75,hour,spring vs summer,0.3,0.7142857142857143,,
kendall,по сезонам,0.75,hour,spring vs autumn,0.375,0.5,,
kendall,по сезонам,0.75,hour,summer vs autumn,0.2,0.5714285714285714,,
kendall,по сезонам,0.75,day,winter vs spring,0.3,0.7142857142857143,,
kendall,по сезонам,0.75,day,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.75,day,winter vs autumn,0.2,0.5714285714285714,,
kendall,по сезонам,0.75,day,spring vs summer,0.3,0.7142857142857143,,
kendall,по сезонам,0.75,day,spring vs autumn,0.2222222222222222,0.5,,
kendall,по сезонам,0.75,day,summer vs autumn,0.2,0.5714285714285714,,
kendall,по сезонам,0.75,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.75,month,winter vs summer,0.0,0.6666666666666666,,
kendall,по сезонам,0.75,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.75,month,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.75,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.75,month,summer vs autumn,0.0,0.0,,
kendall,по типу наблюдений,0.75,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.75,,,0.0,0.2857142857142857,winter,hour vs month
kendall,по типу наблюдений,0.75,,,0.0,0.2857142857142857,winter,day vs month
kendall,по типу наблюдений,0.75,,,1.0,0.42857142857142855,spring,hour vs day
kendall,по типу наблюдений,0.75,,,0.0,0.2,spring,hour vs month
kendall,по типу наблюдений,0.75,,,0.0,0.0,spring,day vs month
kendall,по типу наблюдений,0.75,,,1.0,1.0,summer,hour vs day
kendall,по типу наблюдений,0.75,,,0.1111111111111111,0.42857142857142855,summer,hour vs month
kendall,по типу наблюдений,0.75,,,0.1111111111111111,0.42857142857142855,summer,day vs month
kendall,по типу наблюдений,0.75,,,0.42857142857142855,1.0,autumn,hour vs day
kendall,по типу наблюдений,0.75,,,0.0,0.25,autumn,hour vs month
kendall,по типу наблюдений,0.75,,,0.0,0.25,autumn,day vs month
pearson,по сезонам,0.8,hour,winter vs spring,0.25,0.8,,
pearson,по сезонам,0.8,hour,winter vs summer,0.7142857142857143,0.5714285714285714,,
pearson,по сезонам,0.8,hour,winter vs autumn,0.2857142857142857,0.6,,
pearson,по сезонам,0.8,hour,spring vs summer,0.25,0.42857142857142855,,
pearson,по сезонам,0.8,hour,spring vs autumn,0.4,0.75,,
pearson,по сезонам,0.8,hour,summer vs autumn,0.2857142857142857,0.5,,
pearson,по сезонам,0.8,day,winter vs spring,0.14285714285714285,0.4,,
pearson,по сезонам,0.8,day,winter vs summer,0.5714285714285714,0.8,,
pearson,по сезонам,0.8,day,winter vs autumn,0.14285714285714285,0.4,,
pearson,по сезонам,0.8,day,spring vs summer,0.125,0.3333333333333333,,
pearson,по сезонам,0.8,day,spring vs autumn,0.2,0.2,,
pearson,по сезонам,0.8,day,summer vs autumn,0.125,0.3333333333333333,,
pearson,по сезонам,0.8,month,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.8,month,winter vs summer,0.0,0.25,,
pearson,по сезонам,0.8,month,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.8,month,spring vs summer,0.0,0.3333333333333333,,
pearson,по сезонам,0.8,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.8,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.8,,,0.5714285714285714,0.8,winter,hour vs day
pearson,по типу наблюдений,0.8,,,0.14285714285714285,0.4,winter,hour vs month
pearson,по типу наблюдений,0.8,,,0.16666666666666666,0.2,winter,day vs month
pearson,по типу наблюдений,0.8,,,0.16666666666666666,0.4,spring,hour vs day
pearson,по типу наблюдений,0.8,,,0.0,0.25,spring,hour vs month
pearson,по типу наблюдений,0.8,,,0.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.8,,,1.0,0.5714285714285714,summer,hour vs day
pearson,по типу наблюдений,0.8,,,0.1,0.2857142857142857,summer,hour vs month
pearson,по типу наблюдений,0.8,,,0.1,0.6,summer,day vs month
pearson,по типу наблюдений,0.8,,,0.5,0.5,autumn,hour vs day
pearson,по типу наблюдений,0.8,,,0.0,0.3333333333333333,autumn,hour vs month
pearson,по типу наблюдений,0.8,,,0.0,0.3333333333333333,autumn,day vs month
kendall,по сезонам,0.8,hour,winter vs spring,0.4444444444444444,0.7142857142857143,,
kendall,по сезонам,0.8,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.8,hour,winter vs autumn,0.3,0.7142857142857143,,
kendall,по сезонам,0.8,hour,spring vs summer,0.4444444444444444,0.7142857142857143,,
kendall,по сезонам,0.8,hour,spring vs autumn,0.7142857142857143,1.0,,
kendall,по сезонам,0.8,hour,summer vs autumn,0.3,0.7142857142857143,,
kendall,по сезонам,0.8,day,winter vs spring,0.3,0.7142857142857143,,
kendall,по сезонам,0.8,day,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.8,day,winter vs autumn,0.18181818181818182,0.7142857142857143,,
kendall,по сезонам,0.8,day,spring vs summer,0.3,0.7142857142857143,,
kendall,по сезонам,0.8,day,spring vs autumn,0.7142857142857143,1.0,,
kendall,по сезонам,0.8,day,summer vs autumn,0.18181818181818182,0.7142857142857143,,
kendall,по сезонам,0.8,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.8,month,winter vs summer,0.0,0.0,,
kendall,по сезонам,0.8,month,winter vs autumn,0.0,0.5,,
kendall,по сезонам,0.8,month,spring vs summer,0.0,0.0,,
kendall,по сезонам,0.8,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.8,month,summer vs autumn,0.0,0.0,,
kendall,по типу наблюдений,0.8,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.8,,,0.0,0.2857142857142857,winter,hour vs month
kendall,по типу наблюдений,0.8,,,0.0,0.2857142857142857,winter,day vs month
kendall,по типу наблюдений,0.8,,,0.7142857142857143,1.0,spring,hour vs day
kendall,по типу наблюдений,0.8,,,0.0,0.2,spring,hour vs month
kendall,по типу наблюдений,0.8,,,0.0,0.2,spring,day vs month
kendall,по типу наблюдений,0.8,,,1.0,1.0,summer,hour vs day
kendall,по типу наблюдений,0.8,,,0.1111111111111111,0.42857142857142855,summer,hour vs month
kendall,по типу наблюдений,0.8,,,0.1111111111111111,0.42857142857142855,summer,day vs month
kendall,по типу наблюдений,0.8,,,0.7142857142857143,1.0,autumn,hour vs day
kendall,по типу наблюдений,0.8,,,0.0,0.0,autumn,hour vs month
kendall,по типу наблюдений,0.8,,,0.0,0.0,autumn,day vs month
pearson,по сезонам,0.85,hour,winter vs spring,0.375,0.5,,
pearson,по сезонам,0.85,hour,winter vs summer,0.5,0.5714285714285714,,
pearson,по сезонам,0.85,hour,winter vs autumn,0.25,0.3333333333333333,,
pearson,по сезонам,0.85,hour,spring vs summer,0.375,0.6666666666666666,,
pearson,по сезонам,0.85,hour,spring vs autumn,0.2857142857142857,0.75,,
pearson,по сезонам,0.85,hour,summer vs autumn,0.25,0.5,,
pearson,по сезонам,0.85,day,winter vs spring,0.1,0.3333333333333333,,
pearson,по сезонам,0.85,day,winter vs summer,0.5,0.8333333333333334,,
pearson,по сезонам,0.85,day,winter vs autumn,0.2857142857142857,0.6,,
pearson,по сезонам,0.85,day,spring vs summer,0.1,0.2857142857142857,,
pearson,по сезонам,0.85,day,spring vs autumn,0.14285714285714285,0.5,,
pearson,по сезонам,0.85,day,summer vs autumn,0.2857142857142857,0.5,,
pearson,по сезонам,0.85,month,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.85,month,winter vs summer,0.0,0.25,,
pearson,по сезонам,0.85,month,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.85,month,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.85,month,spring vs autumn,1.0,0.0,,
pearson,по сезонам,0.85,month,summer vs autumn,0.0,0.0,,
pearson,по типу наблюдений,0.85,,,1.0,0.6666666666666666,winter,hour vs day
pearson,по типу наблюдений,0.85,,,0.14285714285714285,0.4,winter,hour vs month
pearson,по типу наблюдений,0.85,,,0.14285714285714285,0.4,winter,day vs month
pearson,по типу наблюдений,0.85,,,0.42857142857142855,0.4,spring,hour vs day
pearson,по типу наблюдений,0.85,,,0.0,0.0,spring,hour vs month
pearson,по типу наблюдений,0.85,,,0.0,0.0,spring,day vs month
pearson,по типу наблюдений,0.85,,,1.0,1.0,summer,hour vs day
pearson,по типу наблюдений,0.85,,,0.1,0.5,summer,hour vs month
pearson,по типу наблюдений,0.85,,,0.1,0.5,summer,day vs month
pearson,по типу наблюдений,0.85,,,0.4,0.5,autumn,hour vs day
pearson,по типу наблюдений,0.85,,,0.0,0.3333333333333333,autumn,hour vs month
pearson,по типу наблюдений,0.85,,,0.0,0.3333333333333333,autumn,day vs month
kendall,по сезонам,0.85,hour,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.85,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.85,hour,winter vs autumn,1.0,1.0,,
kendall,по сезонам,0.85,hour,spring vs summer,1.0,1.0,,
kendall,по сезонам,0.85,hour,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.85,hour,summer vs autumn,1.0,1.0,,
kendall,по сезонам,0.85,day,winter vs spring,0.625,0.8571428571428571,,
kendall,по сезонам,0.85,day,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.85,day,winter vs autumn,0.4444444444444444,0.7142857142857143,,
kendall,по сезонам,0.85,day,spring vs summer,0.625,0.8571428571428571,,
kendall,по сезонам,0.85,day,spring vs autumn,0.7142857142857143,0.5714285714285714,,
kendall,по сезонам,0.85,day,summer vs autumn,0.4444444444444444,0.7142857142857143,,
kendall,по сезонам,0.85,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.85,month,winter vs summer,0.0,0.25,,
kendall,по сезонам,0.85,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.85,month,spring vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.85,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.85,month,summer vs autumn,0.0,0.0,,
kendall,по типу наблюдений,0.85,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.85,,,0.0,0.2857142857142857,winter,hour vs month
kendall,по типу наблюдений,0.85,,,0.0,0.2857142857142857,winter,day vs month
kendall,по типу наблюдений,0.85,,,0.625,0.8571428571428571,spring,hour vs day
kendall,по типу наблюдений,0.85,,,0.0,0.14285714285714285,spring,hour vs month
kendall,по типу наблюдений,0.85,,,0.0,0.16666666666666666,spring,day vs month
kendall,по типу наблюдений,0.85,,,1.0,1.0,summer,hour vs day
kendall,по типу наблюдений,0.85,,,0.1111111111111111,0.42857142857142855,summer,hour vs month
kendall,по типу наблюдений,0.85,,,0.1111111111111111,0.42857142857142855,summer,day vs month
kendall,по типу наблюдений,0.85,,,0.4444444444444444,0.7142857142857143,autumn,hour vs day
kendall,по типу наблюдений,0.85,,,0.0,0.14285714285714285,autumn,hour vs month
kendall,по типу наблюдений,0.85,,,0.0,0.0,autumn,day vs month
pearson,по сезонам,0.9,hour,winter vs spring,0.7142857142857143,0.8333333333333334,,
pearson,по сезонам,0.9,hour,winter vs summer,0.4444444444444444,0.8571428571428571,,
pearson,по сезонам,0.9,hour,winter vs autumn,0.2222222222222222,0.6666666666666666,,
pearson,по сезонам,0.9,hour,spring vs summer,0.3,0.7142857142857143,,
pearson,по сезонам,0.9,hour,spring vs autumn,0.375,0.5,,
pearson,по сезонам,0.9,hour,summer vs autumn,0.2,0.5714285714285714,,
pearson,по сезонам,0.9,day,winter vs spring,0.7142857142857143,0.8333333333333334,,
pearson,по сезонам,0.9,day,winter vs summer,0.4444444444444444,0.8571428571428571,,
pearson,по сезонам,0.9,day,winter vs autumn,0.25,0.5,,
pearson,по сезонам,0.9,day,spring vs summer,0.3,0.7142857142857143,,
pearson,по сезонам,0.9,day,spring vs autumn,0.25,0.3333333333333333,,
pearson,по сезонам,0.9,day,summer vs autumn,0.2222222222222222,0.42857142857142855,,
pearson,по сезонам,0.9,month,winter vs spring,0.0,0.6666666666666666,,
pearson,по сезонам,0.9,month,winter vs summer,0.0,0.4,,
pearson,по сезонам,0.9,month,winter vs autumn,0.0,0.0,,
pearson,по сезонам,0.9,month,spring vs summer,0.0,0.2,,
pearson,по сезонам,0.9,month,spring vs autumn,0.0,0.0,,
pearson,по сезонам,0.9,month,summer vs autumn,0.0,0.25,,
pearson,по типу наблюдений,0.9,,,1.0,1.0,winter,hour vs day
pearson,по типу наблюдений,0.9,,,0.125,0.5,winter,hour vs month
pearson,по типу наблюдений,0.9,,,0.125,0.5,winter,day vs month
pearson,по типу наблюдений,0.9,,,1.0,1.0,spring,hour vs day
pearson,по типу наблюдений,0.9,,,0.0,0.4,spring,hour vs month
pearson,по типу наблюдений,0.9,,,0.0,0.4,spring,day vs month
pearson,по типу наблюдений,0.9,,,1.0,1.0,summer,hour vs day
pearson,по типу наблюдений,0.9,,,0.09090909090909091,0.5714285714285714,summer,hour vs month
pearson,по типу наблюдений,0.9,,,0.09090909090909091,0.5714285714285714,summer,day vs month
pearson,по типу наблюдений,0.9,,,0.2857142857142857,0.75,autumn,hour vs day
pearson,по типу наблюдений,0.9,,,0.0,0.0,autumn,hour vs month
pearson,по типу наблюдений,0.9,,,0.0,0.0,autumn,day vs month
kendall,по сезонам,0.9,hour,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.9,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.9,hour,winter vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,hour,spring vs summer,1.0,1.0,,
kendall,по сезонам,0.9,hour,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,hour,summer vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,day,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.9,day,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.9,day,winter vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,day,spring vs summer,1.0,1.0,,
kendall,по сезонам,0.9,day,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,day,summer vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.9,month,winter vs summer,0.0,0.0,,
kendall,по сезонам,0.9,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.9,month,spring vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.9,month,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.9,month,summer vs autumn,0.0,0.3333333333333333,,
kendall,по типу наблюдений,0.9,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.9,,,0.0,0.2857142857142857,winter,hour vs month
kendall,по типу наблюдений,0.9,,,0.0,0.2857142857142857,winter,day vs month
kendall,по типу наблюдений,0.9,,,1.0,1.0,spring,hour vs day
kendall,по типу наблюдений,0.9,,,0.0,0.14285714285714285,spring,hour vs month
kendall,по типу наблюдений,0.9,,,0.0,0.14285714285714285,spring,day vs month
kendall,по типу наблюдений,0.9,,,1.0,1.0,summer,hour vs day
kendall,по типу наблюдений,0.9,,,0.1111111111111111,0.42857142857142855,summer,hour vs month
kendall,по типу наблюдений,0.9,,,0.1111111111111111,0.42857142857142855,summer,day vs month
kendall,по типу наблюдений,0.9,,,1.0,1.0,autumn,hour vs day
kendall,по типу наблюдений,0.9,,,0.0,0.14285714285714285,autumn,hour vs month
kendall,по типу наблюдений,0.9,,,0.0,0.14285714285714285,autumn,day vs month
pearson,по сезонам,0.95,hour,winter vs spring,1.0,1.0,,
pearson,по сезонам,0.95,hour,winter vs summer,1.0,1.0,,
pearson,по сезонам,0.95,hour,winter vs autumn,0.4444444444444444,0.7142857142857143,,
pearson,по сезонам,0.95,hour,spring vs summer,1.0,1.0,,
pearson,по сезонам,0.95,hour,spring vs autumn,0.4444444444444444,0.7142857142857143,,
pearson,по сезонам,0.95,hour,summer vs autumn,0.4444444444444444,0.7142857142857143,,
pearson,по сезонам,0.95,day,winter vs spring,0.3,0.7142857142857143,,
pearson,по сезонам,0.95,day,winter vs summer,1.0,1.0,,
pearson,по сезонам,0.95,day,winter vs autumn,0.3,0.7142857142857143,,
pearson,по сезонам,0.95,day,spring vs summer,0.3,0.7142857142857143,,
pearson,по сезонам,0.95,day,spring vs autumn,1.0,1.0,,
pearson,по сезонам,0.95,day,summer vs autumn,0.3,0.7142857142857143,,
pearson,по сезонам,0.95,month,winter vs spring,0.0,0.0,,
pearson,по сезонам,0.95,month,winter vs summer,0.125,0.5,,
pearson,по сезонам,0.95,month,winter vs autumn,0.0,0.3333333333333333,,
pearson,по сезонам,0.95,month,spring vs summer,0.0,0.0,,
pearson,по сезонам,0.95,month,spring vs autumn,0.0,0.0,,
pearson,по сезонам,0.95,month,summer vs autumn,0.0,0.16666666666666666,,
pearson,по типу наблюдений,0.95,,,1.0,1.0,winter,hour vs day
pearson,по типу наблюдений,0.95,,,0.1111111111111111,0.42857142857142855,winter,hour vs month
pearson,по типу наблюдений,0.95,,,0.1111111111111111,0.42857142857142855,winter,day vs month
pearson,по типу наблюдений,0.95,,,0.3,0.7142857142857143,spring,hour vs day
pearson,по типу наблюдений,0.95,,,0.0,0.14285714285714285,spring,hour vs month
pearson,по типу наблюдений,0.95,,,0.0,0.2,spring,day vs month
pearson,по типу наблюдений,0.95,,,1.0,1.0,summer,hour vs day
pearson,по типу наблюдений,0.95,,,0.4444444444444444,0.8571428571428571,summer,hour vs month
pearson,по типу наблюдений,0.95,,,0.4444444444444444,0.8571428571428571,summer,day vs month
pearson,по типу наблюдений,0.95,,,0.7142857142857143,0.6666666666666666,autumn,hour vs day
pearson,по типу наблюдений,0.95,,,0.0,0.2,autumn,hour vs month
pearson,по типу наблюдений,0.95,,,0.0,0.2,autumn,day vs month
kendall,по сезонам,0.95,hour,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.95,hour,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.95,hour,winter vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,hour,spring vs summer,1.0,1.0,,
kendall,по сезонам,0.95,hour,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,hour,summer vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,day,winter vs spring,1.0,1.0,,
kendall,по сезонам,0.95,day,winter vs summer,1.0,1.0,,
kendall,по сезонам,0.95,day,winter vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,day,spring vs summer,1.0,1.0,,
kendall,по сезонам,0.95,day,spring vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,day,summer vs autumn,1.0,1.0,,
kendall,по сезонам,0.95,month,winter vs spring,0.0,0.0,,
kendall,по сезонам,0.95,month,winter vs summer,0.0,0.0,,
kendall,по сезонам,0.95,month,winter vs autumn,0.0,0.0,,
kendall,по сезонам,0.95,month,spring vs summer,0.0,0.3333333333333333,,
kendall,по сезонам,0.95,month,spring vs autumn,1.0,0.0,,
kendall,по сезонам,0.95,month,summer vs autumn,0.0,0.3333333333333333,,
kendall,по типу наблюдений,0.95,,,1.0,1.0,winter,hour vs day
kendall,по типу наблюдений,0.95,,,0.0,0.2857142857142857,winter,hour vs month
kendall,по типу наблюдений,0.95,,,0.0,0.2857142857142857,winter,day vs month
kendall,по типу наблюдений,0.95,,,1.0,1.0,spring,hour vs day
kendall,по типу наблюдений,0.95,,,0.0,0.14285714285714285,spring,hour vs month
kendall,по типу наблюдений,0.95,,,0.0,0.14285714285714285,spring,day vs month
kendall,по типу наблюдений,0.95,,,1.0,1.0,summer,hour vs day
kendall,по типу наблюдений,0.95,,,0.1111111111111111,0.42857142857142855,summer,hour vs month
kendall,по типу наблюдений,0.95,,,0.1111111111111111,0.42857142857142855,summer,day vs month
kendall,по типу наблюдений,0.95,,,1.0,1.0,autumn,hour vs day
kendall,по типу наблюдений,0.95,,,0.0,0.14285714285714285,autumn,hour vs month
kendall,по типу наблюдений,0.95,,,0.0,0.14285714285714285,autumn,day vs month
